"page_url","valid_json","missing_required_fields","datePosted","validThrough","expired_as_of_audit_date"
"https://www.searchsarkarinaukri.com/jobs/ministry-of-mines-ministry-of-mines-2026--4944","true","","2026-08-23T02:02:08.000Z","2026-10-20T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/esic-pune-esic-pune-2026--4946","true","","2026-08-23T02:02:08.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/icar-iari-icar-iari-2026--4943","true","","2026-08-23T02:02:08.000Z","2026-08-28T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--4945","true","","2026-08-23T02:02:08.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/tata-memorial-center-tmc-mumbai-tata-memorial-center-tmc-mumbai-invites-2026--4940","true","","2026-08-23T01:00:58.000Z","2026-08-25T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/kendriya-vidyalaya-wardha-mgahv-recruitment-notification-kendriya-vidyalaya-wardha-mgahv-2026--4935","true","","2026-08-23T01:00:58.000Z","2026-08-29T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/high-explosives-factory-khadki-he-factory-khadki-pune-recruitment-notification-high-explosives-facto--4938","true","","2026-08-23T01:00:58.000Z","2026-09-10T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/national-film-development-corporation-ltd-mumbai-apply-for-1-senior-executive-2026--4934","true","","2026-08-23T01:00:58.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/csc-e-governance-services-india-limited-apply-for-20-state-project-manager-2026--4932","true","","2026-08-23T01:00:58.000Z","2026-09-06T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/high-court-of-judicature-at-bombay-bench-at-aurangabad-high-court-of-judicature-at-bombay-2026--4929","true","","2026-08-23T01:00:58.000Z","2026-09-10T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cantonment-board-kamptee-nagpur-job-opening-at-cantonment-board-kamptee-2026--4931","true","","2026-08-23T01:00:58.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/zilla-parishad-dhule-job-opening-at-zilla-parishad-dhule-2026--4933","true","","2026-08-23T01:00:58.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/avnl-mtpf-non-iti-apprentice-turner-recruitment-2026--4925","true","","2026-08-22T08:02:55.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/avnl-mtpf-ex-iti-apprentice-fitter-recruitment-2026--4928","true","","2026-08-22T08:07:21.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/avnl-mtpf-non-iti-apprentice-machinist-recruitment-2026--4926","true","","2026-08-22T08:04:39.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/avnl-mtpf-non-iti-apprentice-mmtm-recruitment-2026--4927","true","","2026-08-22T08:05:45.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-taxonomist-recruitment-2026--4921","true","","2026-08-22T07:46:28.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-field-assistant-recruitment-2026--4923","true","","2026-08-22T07:48:54.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-data-entry-operator-recruitment-2026--4922","true","","2026-08-22T07:47:41.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/avnl-mtpf-non-iti-apprentice-fitter-recruitment-2026--4924","true","","2026-08-22T07:58:45.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-administrative-assistant-recruitment-2026--4919","true","","2026-08-22T07:43:47.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-assistant-manager-finance-recruitment-2026--4918","true","","2026-08-22T07:42:30.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-scientist-b-recruitment-2026--4917","true","","2026-08-22T07:41:10.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-scientific-assistant-recruitment-2026--4920","true","","2026-08-22T07:45:15.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-executive-rajbhasha-recruitment-2026--4914","true","","2026-08-22T06:39:23.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-scientist-c-recruitment-2026--4916","true","","2026-08-22T07:39:46.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-scientist-d-recruitment-2026--4915","true","","2026-08-22T07:35:44.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-executive-csr-recruitment-2026--4913","true","","2026-08-22T06:38:01.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-engineer-re-mechanical-recruitment-2026--4909","true","","2026-08-22T06:33:03.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-executive-finance-recruitment-2026--4911","true","","2026-08-22T06:35:38.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-executive-human-resource-recruitment-2026--4910","true","","2026-08-22T06:34:20.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-engineer-re-safety-recruitment-2026--4912","true","","2026-08-22T06:36:54.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-engineer-re-electrical-recruitment-2026--4908","true","","2026-08-22T06:31:54.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ngel-engineer-re-civil-recruitment-2026--4907","true","","2026-08-22T06:30:32.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/nabfins-customer-service-officer-recruitment-2026--4905","true","","2026-08-22T06:01:59.000Z","2026-08-26T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/nabfins-telecaller-work-from-home-recruitment-2026--4906","true","","2026-08-22T06:03:09.000Z","2026-08-26T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/dsh-kurnool-radiology-specialist-recruitment-2026--4901","true","","2026-08-22T05:46:06.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/dsh-kurnool-civil-assistant-surgeon-general-recruitment-2026--4902","true","","2026-08-22T05:47:14.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ibps-customer-service-associate-recruitment-2026--4903","true","","2026-08-22T05:50:57.000Z","2026-08-28T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ibps-clerk-recruitment-2026--4904","true","","2026-08-22T05:58:13.000Z","2026-08-28T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/dsh-kurnool-pediatrics-specialist-recruitment-2026--4900","true","","2026-08-22T05:44:59.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/dsh-kurnool-general-medicine-specialist-recruitment-2026--4899","true","","2026-08-22T05:43:52.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/dsh-kurnool-civil-assistant-surgeon-specialist-gynecology-recruitment-2026--4897","true","","2026-08-22T05:41:36.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/dsh-kurnool-general-surgery-specialist-recruitment-2026--4898","true","","2026-08-22T05:42:50.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/job-2026--4894","true","","2026-08-22T03:00:43.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/job-2026--4892","true","","2026-08-22T03:00:43.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/job-2026--4890","true","","2026-08-22T03:00:43.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/job-2026--4896","true","","2026-08-22T03:00:43.000Z","2026-08-30T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/hll-lifecare-ltd-hll-lifecare-ltd-2026--4888","true","","2026-08-22T02:02:07.000Z","2026-09-02T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/nhai-nhai-2026--4887","true","","2026-08-22T02:02:07.000Z","2026-09-21T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cife-mumbai-cife-mumbai-2026--4886","true","","2026-08-22T02:02:07.000Z","2026-09-03T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/tadoba-tiger-reserve-chandrapur-tadoba-tiger-reserve-chandrapur-2026--4889","true","","2026-08-22T02:02:07.000Z","2026-08-28T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/dahd-dahd-2026--4884","true","","2026-08-22T02:02:07.000Z","2026-09-19T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/umed-msrlm-jalgaon-umed-msrlm-jalgaon-2026--4882","true","","2026-08-22T02:02:07.000Z","2026-09-02T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/mnre-mnre-2026--4883","true","","2026-08-22T02:02:07.000Z","2026-09-21T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cpcb-cpcb-2026--4885","true","","2026-08-22T02:02:07.000Z","2026-09-07T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/nhsrcl-nhsrcl-2026--4879","true","","2026-08-22T02:02:06.000Z","2026-09-02T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/nagar-parishad-matheran-nagar-parishad-matheran-2026--4880","true","","2026-08-22T02:02:06.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/cantonment-board-kamptee-cantonment-board-kamptee-2026--4878","true","","2026-08-22T02:02:06.000Z","2026-09-11T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/college-of-agriculture-nagpur-college-of-agriculture-nagpur-2026--4881","true","","2026-08-22T02:02:07.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/national-investigation-agency-national-investigation-agency-2026--4875","true","","2026-08-22T02:02:06.000Z","2026-09-08T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ministry-of-external-affairs-ministry-of-external-affairs-2026--4874","true","","2026-08-22T02:02:06.000Z","2026-09-08T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/aurangabad-high-court-aurangabad-high-court-2026--4877","true","","2026-08-22T02:02:06.000Z","2026-09-10T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/gramin-technical-and-management-campus-nanded-gramin-technical-and-management-campus-nanded-2026--4876","true","","2026-08-22T02:02:06.000Z","2026-09-02T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/tiss-data-handling-supervisor-recruitment-2026--4870","true","","2026-08-21T07:21:33.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/tmc-actrec-technician-recruitment-2026--4871","true","","2026-08-21T07:26:37.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/actrec-senior-resident-pathology-recruitment-2026--4872","true","","2026-08-21T07:31:01.000Z","2026-08-27T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/sindhudurg-dcc-bank-shipai-peon-recruitment-2026--4873","true","","2026-08-21T07:35:14.000Z","2026-08-30T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/npcil-general-duty-medical-officer-recruitment-2026--4869","true","","2026-08-21T07:18:21.000Z","2026-08-25T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/nfsu-field-investigator-recruitment-2026--4866","true","","2026-08-21T06:58:36.000Z","2026-08-24T00:00:00.000Z","true"
"https://www.searchsarkarinaukri.com/jobs/npcil-fixed-term-medical-officer-paediatrician-recruitment-2026--4867","true","","2026-08-21T07:08:48.000Z","2026-08-25T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/npcil-dental-surgeon-recruitment-2026--4868","true","","2026-08-21T07:11:55.000Z","2026-08-25T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-driver-b-khodad-recruitment-2026--4863","true","","2026-08-21T06:53:22.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-security-guard-recruitment-2026--4864","true","","2026-08-21T06:54:32.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-clerk-a-khodad-recruitment-2026--4862","true","","2026-08-21T06:52:24.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/nfsu-research-assistant-recruitment-2026--4865","true","","2026-08-21T06:57:38.000Z","2026-09-24T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-driver-b-pune-recruitment-2026--4860","true","","2026-08-21T06:50:00.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-clerk-a-pune-recruitment-2026--4859","true","","2026-08-21T06:47:15.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-administrative-assistant-b-recruitment-2026--4858","true","","2026-08-21T06:46:13.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-laboratory-assistant-b-electronics-recruitment-2026--4861","true","","2026-08-21T06:51:01.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-tradesman-trainee-electrical-recruitment-2026--4855","true","","2026-08-21T06:37:31.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/ncra-administrative-trainee-recruitment-2026--4854","true","","2026-08-21T06:35:19.000Z","2026-08-31T00:00:00.000Z","false"
"https://www.searchsarkarinaukri.com/jobs/iiser-pune-project-assistant-recruitment-2026--4857","true","","2026-08-21T06:41:51.000Z","2026-08-31T00:00:00.000Z","false"
