url,status,final_url,elapsed_ms,error
https://aripune.org/,200,https://aripune.res.in/,3456,
https://armyareapune.kvs.ac.in/,200,https://armyareapune.kvs.ac.in/,406,
https://arogya.maharashtra.gov.in/,0,,12,getaddrinfo ENOTFOUND arogya.maharashtra.gov.in
https://aurangabad2.kvk8.in/,200,https://aurangabad2.kvk8.in/,86,
https://aurangabadcantt.kvs.ac.in/,0,,8004,timeout of 8000ms exceeded
https://avnl.co.in/,200,https://avnl.co.in/,113,
https://ayush.goa.gov.in/,200,https://ayush.goa.gov.in/,227,
https://bambolim.kvs.ac.in/,200,https://bambolim.kvs.ac.in/,1818,
https://bankappsweb.bankofbaroda.bank.in/BOBRECRUITMENT_JUN_CIC2507621/,0,,6902,read ECONNRESET
https://bankofbaroda.bank.in/career/current-opportunities,404,https://bankofbaroda.bank.in/career/current-opportunities,48,
https://bankofindia.bank.in/career/recruitment-notice,403,https://bankofindia.bank.in/career/recruitment-notice,120,
https://bankofindia.co.in/,403,https://bankofindia.co.in/,433,
https://bankofmaharashtra.in/,0,,12,getaddrinfo ENOENT bankofmaharashtra.in
https://basu.org.in/recruitments/,200,https://basu.org.in/recruitments/,1099,
https://bcplonline.co.in/,404,https://bcplonline.co.in/,55,
https://bdl-india.in/,200,https://bdl-india.in/,248,
https://beed.dcourts.gov.in/,200,https://beed.dcourts.gov.in/,958,
https://beep.bfsissc.com/candidate_register/mkt,200,https://beep.bfsissc.com/candidate_register/mkt,495,
https://bel-india.in/,0,,68,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://beml.registrationform.in/secuRegister_10Of2o26VEr23/,200,https://beml.registrationform.in/secuRegister_10Of2o26VEr23/,667,
https://bemlindia.in/careers,200,https://www.bemlindia.in/careers/,2144,
https://berarfinance.com/,0,,182,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://bhagininiveditabank.com/,200,https://bhagininivedita.bank.in/,1272,
https://bhandara.gov.in/,200,https://bhandara.gov.in/,240,
https://bhandup.kvs.ac.in/,200,https://bhandup.kvs.ac.in/,539,
https://bhandup.kvs.ac.in/en/,200,https://bhandup.kvs.ac.in/en/,380,
https://bhavans.ac.in/,200,https://bhavans.ac.in/,155,
https://biyanimilitaryschool.com/,200,https://biyanimilitaryschool.com/,5686,
https://bmc.bhonsala.in/,200,https://bmc.bhonsala.in/,331,
https://bms.bhonsala.in/,200,https://bms.bhonsala.in/,625,
https://bombayhighcourt.nic.in/,0,,8013,timeout of 8000ms exceeded
https://bprd.nic.in/,404,https://bprd.nic.in/,167,
https://bpsconline.bihar.gov.in/candidate/login,200,https://bpsconline.bihar.gov.in/candidate/login,299,
https://bro.gov.in/recruitment-activities,200,https://bro.gov.in/recruitment-activities,449,
https://brtc.org.in/,200,https://brtc.org.in/,170,
https://bsfchakur.kvs.ac.in/,200,https://bsfchakur.kvs.ac.in/,974,
https://bsnl.co.in/aboutus/careers,0,,8015,timeout of 8000ms exceeded
https://bsnlregistration.ibtexamination.com/,200,https://bsnlregistration.ibtexamination.com/,597,
https://buldanaurban.org/,200,https://buldanaurban.org/,265,
https://buldhana.nic.in/,200,https://buldhana.nic.in/,251,
https://bvp.bharatividyapeeth.edu/,200,https://bvp.bharatividyapeeth.edu/,263,
https://cabsec.gov.in/,0,,145,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://camumbai.gov.in/,0,,3154,getaddrinfo EAI_AGAIN camumbai.gov.in
https://career.csccloud.in/apply-now/MTMwMQ==,200,https://career.csccloud.in/apply-now/MTMwMQ==,536,
https://career.csccloud.in/login,200,https://career.csccloud.in/login,182,
https://careerindianairforce.cdac.in/,0,,8010,timeout of 8000ms exceeded
https://careers.cdac.in/,0,,2328,connect ECONNREFUSED 196.1.1.158:443
https://careers.gujaratmetrorail.com/,200,https://careers.gujaratmetrorail.com/,356,
https://careers.iith.ac.in/,200,https://careers.iith.ac.in/,156,
https://careers.meconlimited.co.in/,0,,305,self-signed certificate in certificate chain
https://careers.nfl.co.in/,0,,44,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://careers.nfl.co.in/advinfo.php?advertisement=c74d97b01eae257e44aa9d5bade97baf,0,,111,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://careers.ntpc.co.in/index.php,200,https://careers.ntpc.co.in/index.php,33,
https://careers.ntpc.co.in/recruitment/,200,https://careers.ntpc.co.in/recruitment/,191,
https://careers.ntpc.co.in/recruitment/login.php,200,https://careers.ntpc.co.in/recruitment/login.php,32,
https://careers.powergrid.in/,0,,705,Maximum number of redirects exceeded
https://cbes.goa.gov.in/itxlogin,500,https://cbes.goa.gov.in/itxlogin,284,
https://cbes.goa.gov.in/landing,500,https://cbes.goa.gov.in/landing,525,
https://cbi.gov.in/,200,https://cbi.gov.in/,285,
https://cbri.res.in/,0,,8005,timeout of 8000ms exceeded
https://ccari.icar.gov.in/welcome.php,0,,173,getaddrinfo ENOTFOUND ccari.icar.gov.in
https://ccmb.res.in/jobs,0,,549,self-signed certificate in certificate chain
https://ccpgoa.com/,200,https://ccpgoa.com/,2614,
https://ccras.nic.in/,200,https://ccras.nic.in/,502,
https://ccri.icar.gov.in/,0,,100,getaddrinfo ENOTFOUND ccri.icar.gov.in
https://ccrum.res.in/,0,,241,unable to get local issuer certificate
https://cdac.in/english/jobs/cae_resume_builder.aspx?position=C-DAC%20Adjunct%20Engineer-Project%20Manager(ECGC),200,https://cdac.in/english/jobs/cae_resume_builder.aspx?position=C-DAC%20Adjunct%20Engineer-Project%20Manager(ECGC),1536,
https://cdn.digialm.com//EForms/configuredHtml/1258/100934//Index.html,403,https://cdn.digialm.com//EForms/configuredHtml/1258/100934//Index.html,963,
https://cdn.digialm.com//EForms/configuredHtml/1258/101396//Index.html,403,https://cdn.digialm.com//EForms/configuredHtml/1258/101396//Index.html,938,
https://cdn.digialm.com/EForms/configuredHtml/1258/100473/Index.html,403,https://cdn.digialm.com/EForms/configuredHtml/1258/100473/Index.html,837,
https://cdn.digialm.com/EForms/configuredHtml/1258/100936/Index.html,403,https://cdn.digialm.com/EForms/configuredHtml/1258/100936/Index.html,883,
https://cdn.digialm.com/EForms/configuredHtml/1258/101871/Index.html,403,https://cdn.digialm.com/EForms/configuredHtml/1258/101871/Index.html,942,
https://cdn.digialm.com/EForms/configuredHtml/32780/93583/Index.html,403,https://cdn.digialm.com/EForms/configuredHtml/32780/93583/Index.html,879,
https://cdn3.digialm.com/EForms/configuredHtml/32046/96555/Index.html?,403,https://cdn3.digialm.com/EForms/configuredHtml/32046/96555/Index.html,872,
https://cdn3.digialm.com/EForms/configuredHtml/32821/88868/Index.html,403,https://cdn3.digialm.com/EForms/configuredHtml/32821/88868/Index.html,886,
https://cdri.res.in/,200,https://cdri.res.in/,232,
https://cdsco.gov.in/,0,,268,Parse Error: Data after `Connection: close`
https://cetonline.karnataka.gov.in/kea/,200,https://cetonline.karnataka.gov.in/kea/,208,
https://cetonline.karnataka.gov.in/KSRP_2026/Account/Login,200,https://cetonline.karnataka.gov.in/KSRP_2026/Account/Login,185,
https://cewacor.nic.in/,0,,164,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://cfsl.in/,200,https://cfsl.in/,576,
https://chamcobank.in/,200,https://chamco.bank.in/,3830,
https://chanda.nic.in/,200,https://chanda.nic.in/,185,
https://chhsambhajinagarmc.org/,200,https://chhsambhajinagarmc.org/,936,
https://cicr.org.in/,200,https://cicr.org.in/,162,
https://cidco.maharashtra.gov.in/,200,https://cidco.maharashtra.gov.in/,43,
https://ciimsnagpur.com/,200,https://ciimsnagpur.com/,21,
https://cimfr.res.in/vacancies.html,200,https://cimfr.res.in/vacancies.html,266,
https://circot.icar.gov.in/,200,https://circot.icar.gov.in/,167,
https://circot.icar.gov.in/en/,404,https://circot.icar.gov.in/en/,924,
https://cisfrectt.cisf.gov.in/index.php,200,https://cisfrectt.cisf.gov.in/index.php,352,
https://clw.indianrailways.gov.in/,0,,8009,timeout of 8000ms exceeded
https://clw.indianrailways.gov.in/?lang=1,0,,8011,timeout of 8000ms exceeded
https://cmti.res.in/,0,,135,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://cnpnashik.spmcil.com/en/discover-spmcil/,200,https://cnpnashik.spmcil.com/en/discover-spmcil/,697,
https://cochinshipyard.in/,200,https://cochinshipyard.in/,387,
https://cochinshipyard.in/careerdetail/career_locations/786,200,https://cochinshipyard.in/careerdetail/career_locations/786,768,
https://cochinshipyard.in/Careers,200,https://cochinshipyard.in/Careers,371,
https://commerce.gov.in/,403,https://www.commerce.gov.in/,1526,
https://cotcorp.org.in/,200,https://cotcorp.org.in/hi,551,
https://cpcb.gov.in/,200,https://cpcb.gov.in/,234,
https://cpcb.nic.in/,200,https://cpcb.gov.in/,248,
https://cr.indianrailways.gov.in/,0,,8011,timeout of 8000ms exceeded
https://cris.org.in/crisweb/design1/index.jsp,0,,8014,timeout of 8000ms exceeded
https://crridom.gov.in/en,200,https://crridom.gov.in/en,540,
https://csc.gov.in/,200,https://csc.gov.in/,331,
https://csc.gov.in/ask,200,https://csc.gov.in/ask,322,
https://csir.res.in/,0,,8010,timeout of 8000ms exceeded
https://cucb.in/,0,,127,"write EPROTO E41D0000:error:0A000438:SSL routines:ssl3_read_bytes:tlsv1 alert internal error:openssl\ssl\record\rec_layer_s3.c:918:SSL alert number 80
"
https://curec.samarth.ac.in/index.php/search/site/index,403,https://curec.samarth.ac.in/index.php/search/site/index,100,
https://cvc.gov.in/,0,,8006,timeout of 8000ms exceeded
https://cybercrime.gov.in/,404,https://cybercrime.gov.in/,128,
https://dahd.gov.in/hi,0,,8013,timeout of 8000ms exceeded
https://daman.nic.in/,0,,118,"self-signed certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://daman.nic.in/default.aspx,0,,93,"self-signed certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://ddd.gov.in/,200,https://ddd.gov.in/,295,
https://ddd.gov.in/health-and-family-welfare/,200,https://ddd.gov.in/health-and-family-welfare/,295,
https://ddpdoo.gov.in/,200,https://ddpdoo.gov.in/en/main/home,408,
https://ddpdoo.gov.in/en/main/home,200,https://ddpdoo.gov.in/en/main/home,534,
https://dehuroad.cantt.gov.in/,206,https://dehuroad.cantt.gov.in/,1856,
https://delhihighcourt.nic.in/web/,200,https://delhihighcourt.nic.in/web/,180,
https://delhimetrorail.com/,200,https://delhimetrorail.com/,159,
https://delhimetrorail.com/pages/en/career,200,https://delhimetrorail.com/pages/en/career,476,
https://deolali.cantt.gov.in/,0,,8006,timeout of 8000ms exceeded
https://despune.org/,200,https://despune.org/,1561,
https://dfccil.com/,403,https://dfccil.com/,338,
https://dfsl.maharashtra.gov.in/,200,https://dfsl.maharashtra.gov.in/,591,
https://dgll.nic.in/recruitment,200,https://dgll.nic.in/recruitment,181,
https://dharampethpolytechnic.com/,200,https://dharampethpolytechnic.com/,2549,
https://dharashiv.maharashtra.gov.in/,200,https://dharashiv.maharashtra.gov.in/,345,
https://dhe.goa.gov.in/,404,https://dhe.goa.gov.in/,355,
https://dhs.goa.gov.in/,200,https://dhs.goa.gov.in/,294,
https://dhsgoa.gov.in/,0,,30,getaddrinfo ENOTFOUND dhsgoa.gov.in
https://dhule.gov.in/,200,https://dhule.gov.in/,303,
https://dhule.kvs.ac.in/,200,https://dhule.kvs.ac.in/,565,
https://dhulecorporation.org/,200,https://dhulecorporation.org/,121,
https://dhulecorporation.org/en/,200,https://dhulecorporation.org/en/,37,
https://diat.ac.in/,200,https://diat.ac.in/,928,
https://dic.gov.in/,403,https://dic.gov.in/,34,
https://directorate.marathi.gov.in/,0,,10,getaddrinfo ENOTFOUND directorate.marathi.gov.in
https://districts.ecourts.gov.in/,0,,8021,timeout of 8000ms exceeded
https://districts.ecourts.gov.in/maharashtra-family-courts,0,,8031,timeout of 8000ms exceeded
https://dmapr.icar.gov.in/,0,,148,getaddrinfo ENOTFOUND dmapr.icar.gov.in
https://dnh.gov.in/,200,https://dnh.gov.in/,167,
https://dnh.gov.in/public-utility/dr-apj-abdul-kalam-govt-college/,200,https://dnh.gov.in/public-utility/dr-apj-abdul-kalam-govt-college/,198,
https://dogr.icar.gov.in/index.php?lang=en,0,,63,getaddrinfo ENOTFOUND dogr.icar.gov.in
https://dpu.edu.in/,200,https://dpu.edu.in/,88,
https://drdo.gov.in/,200,https://xn--m1b0a2bb8esed.xn--11b7cb3a6a.xn--h2brj9c/drdo/hi/,968,
https://drdo.gov.in/drdo/,200,https://drdo.gov.in/drdo/,236,
https://drdo.gov.in/drdo/en,200,https://drdo.gov.in/drdo/en,1475,
https://drt.etribunals.gov.in/,0,,317,Parse Error: Data after `Connection: close`
https://drt.gov.in/,200,https://drt.gov.in/,349,
https://drtnagpur.com/,0,,350,getaddrinfo EAI_AGAIN drtnagpur.com
https://dsssb.delhi.gov.in/,200,https://dsssb.delhi.gov.in/,1462,
https://dsssb.delhi.gov.in/notifications,200,https://dsssb.delhi.gov.in/notifications,1321,
https://dypgroup.edu.in/,200,https://dypgroup.edu.in/,1461,
https://echs.gov.in/,404,https://www.echs.gov.in/,1113,
https://employmentnews.gov.in/NewEmp/AllJobs.aspx?k=All,200,https://employmentnews.gov.in/NewEmp/AllJobs.aspx?k=All,407,
https://energy.rajasthan.gov.in/home,200,https://energy.rajasthan.gov.in/home,183,
https://engineersindia.com/,200,https://engineersindia.com/,1256,
https://epi.gov.in/,200,https://epi.gov.in/,450,
https://erecruitment.andamannicobar.gov.in/,200,https://erecruitment.andamannicobar.gov.in/,281,
https://ernet.in/,200,https://xn--m1bd4e9a1b9i.xn--h2brj9c/,2045,
https://esb.mponline.gov.in/Portal/Examinations/Vyapam/examsList.aspx,200,https://esb.mponline.gov.in/Portal/Examinations/Vyapam/examsList.aspx,184,
https://esic.gov.in/,0,,609,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://examinationservices.nic.in/RecSys2026/Root/Home.aspx?enc=Ei4cajBkK1gZSfgr53ImFRkgiLSooJP3k6iN0P6UYFCdYEaesDx7LWjl5H05GUox,200,https://examinationservices.nic.in/RecSys2026/Root/Home.aspx?enc=Ei4cajBkK1gZSfgr53ImFRkgiLSooJP3k6iN0P6UYFCdYEaesDx7LWjl5H05GUox,909,
https://federalbankcareers.zappyhire.com/auth/signin,200,https://federalbankcareers.zappyhire.com/auth/signin,46,
https://finance.maharashtra.gov.in/,200,https://finance.maharashtra.gov.in/,992,
https://forms.cloud.microsoft/pages/responsepage.aspx?id=B0Xxorf6hUGfjbuyZc4E5feMWzMF77xEq7SIf6dirUhUNU5STlkwNDJPU0FGVFUyWEdDUVVMUk1OQi4u&route=shorturl,403,https://forms.cloud.microsoft/pages/responsepage.aspx?id=B0Xxorf6hUGfjbuyZc4E5feMWzMF77xEq7SIf6dirUhUNU5STlkwNDJPU0FGVFUyWEdDUVVMUk1OQi4u&route=shorturl,517,
https://forms.cloud.microsoft/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAANAAqL-3f9UQUdPOUtDTFVFNjEwVkpQN0UzWDZGVE5HTC4u&amp%3Broute=shortu,403,https://forms.cloud.microsoft/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAANAAqL-3f9UQUdPOUtDTFVFNjEwVkpQN0UzWDZGVE5HTC4u&amp%3Broute=shortu,630,
https://forms.zohopublic.in/hindustanaeronauticslimitedna1/form/HALNasikGraduateDiplomaApplicationfrom2025/formperma/PwyK37SNCJzGW60BTH35792ronUiWDaj7l-ULfQhS60,200,https://forms.zohopublic.in/hindustanaeronauticslimitedna1/form/HALNasikGraduateDiplomaApplicationfrom2025/formperma/PwyK37SNCJzGW60BTH35792ronUiWDaj7l-ULfQhS60,159,
https://forms.zohopublic.in/hindustanaeronauticslimitedna1/form/HALNasikGraduateDiplomaApplicationfrom2025new/formperma/Mq9uaYmwuV7hVWmBrzlsbxl-6ytXhlFvP1SFOM7FmPg,200,https://forms.zohopublic.in/hindustanaeronauticslimitedna1/form/HALNasikGraduateDiplomaApplicationfrom2025new/formperma/Mq9uaYmwuV7hVWmBrzlsbxl-6ytXhlFvP1SFOM7FmPg,26,
https://ftii.ac.in/,404,https://ftii.ac.in/,303,
https://gacnagpur.org/,200,https://gacnagpur.org/,724,
https://gad.maharashtra.gov.in/,200,https://gad.maharashtra.gov.in/,245,
https://gadchiroli.dcourts.gov.in/,0,,8010,timeout of 8000ms exceeded
https://gadchiroli.gov.in/,200,https://gadchiroli.gov.in/,305,
https://gasca.ac.in/,200,https://gasca.ac.in/,577,
https://geca.ac.in/,200,https://geca.ac.in/,2290,
https://geca.ac.in/home.aspx,0,,8004,timeout of 8000ms exceeded
https://geca.ac.in/recruitment.aspx,0,,8006,timeout of 8000ms exceeded
https://gesgondia.org.in/,200,https://gesgondia.org.in/,1733,
https://gesociety.in/,200,https://gesociety.in/,1021,
https://ggmcjjh.com/,0,,517,"Hostname/IP does not match certificate's altnames: Host: ggmcjjh.com. is not in the cert's altnames: DNS:mostbet-chili.com, DNS:www.mostbet-chili.com"
https://ghb.goa.gov.in/,200,https://ghb.goa.gov.in/,135,
https://gifsa.ac.in/,200,https://gifsa.ac.in/,1147,
https://gipe.ac.in/,200,https://gipe.ac.in/,257,
https://gmcbuldhana.org/,200,https://gmcbuldhana.org/,230,
https://gmcchandrapur.org/,200,https://gmcchandrapur.org/,83,
https://gmcgoa.edu.in/,0,,8013,timeout of 8000ms exceeded
https://gmcjalgaon.org/,200,https://gmcjalgaon.org/,102,
https://gmcjalna.org/,200,https://gmcjalna.org/,82,
https://gmcjjh.edu.in/,200,https://gmcjjh.edu.in/,196,
https://gmcnagpur.org/,200,https://gmcnagpur.org/,128,
https://gmcsatara.org/,200,https://gmcsatara.org/,798,
https://goacollegeofagriculture.weebly.com/,200,https://goacollegeofagriculture.weebly.com/,327,
https://goaulbservice.gov.in/,404,https://goaulbservice.gov.in/,322,
https://gondia.dcourts.gov.in/,200,https://gondia.dcourts.gov.in/,296,
https://govtcollegedaman.ac.in/,200,https://govtcollegedaman.ac.in/,55,
https://gpjintur.co.in/,403,https://gpjintur.co.in/,1423,
https://gpmiraj.ac.in/,200,https://gpmiraj.ac.in/,341,
https://gpmumbai.ac.in/gpmweb/,200,https://gpmumbai.ac.in/gpmweb/,106,
https://gpnagar.ac.in/,404,https://vin.org.np/blogs/,2366,
https://gpparsikbank.com/,200,https://www.gpparsik.bank.in/,143,
https://gppune.ac.in/userindex.php,200,https://gppune.ac.in/userindex.php,250,
https://gpsc.goa.gov.in/,200,https://gpsc.goa.gov.in/,301,
https://gpthane.org.in/,200,https://gpthane.org.in/,1964,
https://gpvikramgad.ac.in/,200,https://gpvikramgad.ac.in/,391,
https://gssc.goa.gov.in/,200,https://gssc.goa.gov.in/,158,
https://hal-india.co.in/,200,https://hal-india.co.in/,166,
https://hal-india.co.in/career,200,https://hal-india.co.in/career,101,
https://handlooms.nic.in/,0,,208,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://hasti.bank.in/,200,https://hasti.bank.in/,361,
https://hbcse.tifr.res.in/,404,https://www.hbcse.tifr.res.in/,316,
https://hbsu.ac.in/,200,https://hbsu.ac.in/,3619,
https://hbtclinic.org/,200,https://hbtclinic.org/,524,
https://health.delhi.gov.in/,200,https://health.delhi.gov.in/,1079,
https://hindivishwa.org/,200,https://hindivishwa.org/,345,
https://hindustancopper.com/Page/Career_New,200,https://hindustancopper.com/Page/Career_New,250,
https://hingoli.nic.in/,200,https://hingoli.nic.in/,288,
https://hppsconline.hp.gov.in/HPPSC/ApplicantRegistration/Home/Login,0,,161,"write EPROTO E41D0000:error:0A000152:SSL routines:final_renegotiate:unsafe legacy renegotiation disabled:openssl\ssl\statem\extensions.c:894:
"
https://hprca.hp.gov.in/homepage,200,https://hprca.hp.gov.in/homepage,235,
https://hslvizag.in/,200,https://hslvizag.in/,129,
https://iafrecruitment.edcil.co.in/,200,https://iafrecruitment.edcil.co.in/,32,
https://iafrecruitment.edcil.co.in/agniveervayu/,200,https://iafrecruitment.edcil.co.in/agniveervayu/,24,
https://iafrecruitment.edcil.co.in/airmen,200,https://iafrecruitment.edcil.co.in/airmen/,1175,
https://iahe.morth.gov.in/hi,200,https://iahe.morth.gov.in/hi,816,
https://iaseaurangabad.org/,0,,701,unable to get local issuer certificate
https://iatgirinagar.kvs.ac.in/,200,https://iatgirinagar.kvs.ac.in/,815,
https://ibm.gov.in/,200,https://ibm.gov.in/IBMPortal/,1065,
https://ibps.in/,0,,21,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://ibpsreg.ibps.in/bobjul26/,200,https://ibpsreg.ibps.in/bobjul26/,91,
https://ibpsreg.ibps.in/boicojun26/,200,https://ibpsreg.ibps.in/boicojun26/,66,
https://ibpsreg.ibps.in/bpclapr26/,200,https://ibpsreg.ibps.in/bpclapr26/,71,
https://ibpsreg.ibps.in/bpcllmsmay26/,200,https://ibpsreg.ibps.in/bpcllmsmay26/,55,
https://ibpsreg.ibps.in/bpclmar26/,200,https://ibpsreg.ibps.in/bpclmar26/,198,
https://ibpsreg.ibps.in/crppoxvijun26/,200,https://ibpsreg.ibps.in/crppoxvijun26/,51,
https://ibpsreg.ibps.in/crpspxvimy26/,200,https://ibpsreg.ibps.in/crpspxvimy26/,84,
https://ibpsreg.ibps.in/csaxvijul26/,200,https://ibpsreg.ibps.in/csaxvijul26/,122,
https://ibpsreg.ibps.in/csmcnov25/,200,https://ibpsreg.ibps.in/csmcnov25/,40,
https://ibpsreg.ibps.in/dccbmay26/,200,https://ibpsreg.ibps.in/dccbmay26/,74,
https://ibpsreg.ibps.in/iebddmapr26/,200,https://ibpsreg.ibps.in/iebddmapr26/,72,
https://ibpsreg.ibps.in/iobjul26/,200,https://ibpsreg.ibps.in/iobjul26/,29,
https://ibpsreg.ibps.in/nbljul26/,200,https://ibpsreg.ibps.in/nbljul26/,56,
https://ibpsreg.ibps.in/ongcjul26/,200,https://ibpsreg.ibps.in/ongcjul26/,36,
https://ibpsreg.ibps.in/pnbjul26/,200,https://ibpsreg.ibps.in/pnbjul26/,57,
https://ibpsreg.ibps.in/psbeoaapr26/,200,https://ibpsreg.ibps.in/psbeoaapr26/,151,
https://ibpsreg.ibps.in/sbiaapr26/,200,https://ibpsreg.ibps.in/sbiaapr26/,76,
https://ibpsreg.ibps.in/sbijajul26/,200,https://ibpsreg.ibps.in/sbijajul26/,44,
https://ibpsreg.ibps.in/sbijasrdjl26/,200,https://ibpsreg.ibps.in/sbijasrdjl26/,61,
https://ibpsreg.ibps.in/sbipojun26/,200,https://ibpsreg.ibps.in/sbipojun26/,160,
https://ibpsreg.ibps.in/sbiscojun26/,200,https://ibpsreg.ibps.in/sbiscojun26/,30,
https://ibpsreg.ibps.in/sbiscojun26/basic_details.php,200,https://ibpsreg.ibps.in/sbiscojun26/reg_close.php?msg=Last_Date_for_the_Application_is_Over.,349,
https://ibpsreg.ibps.in/sbiscoljun26/,200,https://ibpsreg.ibps.in/sbiscoljun26/,161,
https://ibpsreg.ibps.in/sbiscoljun26/basic_details.php,200,https://ibpsreg.ibps.in/sbiscoljun26/reg_close.php?msg=Last_Date_for_the_Application_is_Over.,600,
https://ibpsreg.ibps.in/ubijul26/,200,https://ibpsreg.ibps.in/ubijul26/,30,
https://ibtexamination.com/RRCCR_02OF2026_SPORTSQUOTA/,200,https://ibtexamination.com/RRCCR_02OF2026_SPORTSQUOTA/,513,
https://icaiplacements.icai.org/,0,,526,Maximum number of redirects exceeded
https://icar-nbsslup.org.in/,200,https://icar-nbsslup.org.in/,61,
https://icpr.in/,200,https://icpr.in/,1528,
https://icsil.in/app/,0,,8011,timeout of 8000ms exceeded
https://idex.gov.in/,404,https://idex.gov.in/,283,
https://ihmcl.co.in/,200,https://ihmcl.co.in/,1454,
https://iica.nic.in/,200,https://iica.nic.in/,243,
https://iigm.res.in/,200,https://iigm.res.in/,664,
https://iimmumbai.ac.in/,403,https://iimmumbai.ac.in/,57,
https://iimmumbai.ac.in/administrative_recruitment/,403,https://iimmumbai.ac.in/administrative_recruitment/,65,
https://iimmumbai.ac.in/recruitment-portal/,403,https://iimmumbai.ac.in/recruitment-portal/,321,
https://iitbhunt.samarth.edu.in/index.php/site/login,403,https://iitbhunt.samarth.edu.in/index.php/site/login,55,
https://iitgoa.ac.in/,200,https://iitgoa.ac.in/,533,
https://ilslaw.edu/,200,https://ilslaw.edu/,146,
https://incometaxmpcg.gov.in/,200,https://incometaxmpcg.gov.in/,216,
https://indianairforce.nic.in/,0,,8014,timeout of 8000ms exceeded
https://indianairforce.nic.in/iaf_career,0,,8013,timeout of 8000ms exceeded
https://indianarmy.nic.in/command/command/southern-command-commands-site-main,0,,652,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://indiancoastguard.gov.in/,0,,324,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://indianrailways.gov.in/,0,,8014,timeout of 8000ms exceeded
"https://indianrailways.gov.in/railwayboard/view_section.jsp?lang=0&id=0,7,1281",0,,8014,timeout of 8000ms exceeded
https://indrayanibank.com/,200,https://indrayani.bank.in/,943,
https://iocl.com/,307,https://iocl.com/,188,
https://ircon.org/index.php?lang=en,0,,8019,timeout of 8000ms exceeded
https://ispnasik.spmcil.com/Interface/Home.aspx,404,https://ispnasik.spmcil.com/en/Interface/Home.aspx/,1332,
https://itat.gov.in/,0,,154,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://itat.gov.in/recruitments,0,,173,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://jalgaon.gov.in/,200,https://jalgaon.gov.in/,247,
https://jalna.gov.in/,200,https://jalna.gov.in/,214,
https://jalna.gov.in/en/,200,https://jalna.gov.in/en/,170,
https://janatabankajara.com/,0,,102,certificate has expired
https://jankalyankarad.com/,200,https://jankalyankarad.com/,854,
https://jbpatsanstha.com/,403,https://jbpatsanstha.com/,100,
https://jcmcjalna.org/,200,https://jcmcjalna.org/,330,
https://jobapply.in/BEL2026DelhiPO/,200,https://jobapply.in/BEL2026DelhiPO/,82,
https://jobapply.in/NHSRCL2026ITSafety/,200,https://jobapply.in/NHSRCL2026ITSafety/,111,
https://jobapply.in/NHSRCL2026Technician/,200,https://jobapply.in/NHSRCL2026Technician/,46,
https://jobs.hpcl.co.in/Recruit_New/recruitlogin.jsp,200,https://jobs.hpcl.co.in/Recruit_New/recruitlogin.jsp,270,
https://jobse4.hurl.net.in/,200,https://jobse4.hurl.net.in/,25,
https://joinindianarmy.nic.in/Authentication.aspx,200,https://joinindianarmy.nic.in/Authentication.aspx,108,
https://joinindianarmy.nic.in/default.aspx,200,https://joinindianarmy.nic.in/Authentication.aspx,351,
https://jspm.edu.in/,403,https://jspm.edu.in/,120,
https://jspmcoe.in/,200,https://jspmcoe.in/,695,
https://jssc.jharkhand.gov.in/application-forms-apply,0,,121,"unable to verify the first certificate; if the root CA is installed locally, try running Node.js with --use-system-ca"
https://kagcta.ac.in/,200,https://kagcta.ac.in/,1204,
https://kamptee.cantt.gov.in/,206,https://kamptee.cantt.gov.in/,4816,
https://kamptee.kvs.ac.in/,200,https://kamptee.kvs.ac.in/,456,
https://kdmc.gov.in/kdmc//,0,,196,"write EPROTO E41D0000:error:0A000152:SSL routines:final_renegotiate:unsafe legacy renegotiation disabled:openssl\ssl\statem\extensions.c:894:
"
