No,URL,Path,Last crawled,Original HTTP Status,Current HTTP Status,Exists in DB,Content Exists,URL Pattern,Job ID,Replacement URL,Final Category,Action,Reason,Priority,Round 1 Result,Round 2 Result,Round 3 Result,Sign-off
17,https://www.searchsarkarinaukri.com/jobs/2102,/jobs/2102,2026-07-09,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2102,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
18,https://www.searchsarkarinaukri.com/jobs/2125,/jobs/2125,2026-07-09,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2125,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
19,https://www.searchsarkarinaukri.com/jobs/2080,/jobs/2080,2026-07-09,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2080,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
20,https://www.searchsarkarinaukri.com/jobs/1621,/jobs/1621,2026-07-09,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1621,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
21,https://www.searchsarkarinaukri.com/jobs/1975,/jobs/1975,2026-07-09,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1975,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
22,https://www.searchsarkarinaukri.com/jobs/2071,/jobs/2071,2026-07-09,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2071,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
23,https://www.searchsarkarinaukri.com/jobs/1017,/jobs/1017,2026-07-09,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1017,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
24,https://www.searchsarkarinaukri.com/jobs/1810,/jobs/1810,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1810,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
25,https://www.searchsarkarinaukri.com/jobs/1911,/jobs/1911,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1911,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
26,https://www.searchsarkarinaukri.com/jobs/2067,/jobs/2067,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2067,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
27,https://www.searchsarkarinaukri.com/jobs/1926,/jobs/1926,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1926,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
28,https://www.searchsarkarinaukri.com/jobs/2055,/jobs/2055,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2055,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
29,https://www.searchsarkarinaukri.com/jobs/2016,/jobs/2016,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2016,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
30,https://www.searchsarkarinaukri.com/jobs/2011,/jobs/2011,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2011,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
31,https://www.searchsarkarinaukri.com/category/state-government-jobs,/category/state-government-jobs,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,OTHER,,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,REMOVE_404_OR_410_AFTER_VERIFICATION,Non-standard job URL without a clear ID suffix. Search DB/content/internal links. Keep 404/410 unless an unambiguous canonical replacement exists.,P2,PENDING,PENDING,PENDING,PENDING
32,https://www.searchsarkarinaukri.com/jobs/2122,/jobs/2122,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2122,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
33,https://www.searchsarkarinaukri.com/jobs/2039,/jobs/2039,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2039,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
34,https://www.searchsarkarinaukri.com/jobs/1912,/jobs/1912,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1912,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
35,https://www.searchsarkarinaukri.com/jobs/2053,/jobs/2053,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2053,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
36,https://www.searchsarkarinaukri.com/jobs/sports-authority-of-india-sai-assistant-director-deputation-basis-all-india-2026-863,/jobs/sports-authority-of-india-sai-assistant-director-deputation-basis-all-india-2026-863,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,SLUG_WITH_JOB_ID,863,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,REDIRECT_301_OR_RESTORE_200_AFTER_DB_CHECK,"Slug URL includes a likely job ID. Verify canonical DB slug for that ID. If equivalent canonical URL exists, 301 directly to it; if this is canonical but broken, restore 200.",P0,PENDING,PENDING,PENDING,PENDING
37,https://www.searchsarkarinaukri.com/jobs/2110,/jobs/2110,2026-07-08,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2110,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
38,https://www.searchsarkarinaukri.com/jobs/1738,/jobs/1738,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1738,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
39,https://www.searchsarkarinaukri.com/jobs/2111,/jobs/2111,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2111,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
40,https://www.searchsarkarinaukri.com/jobs/2143,/jobs/2143,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2143,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
41,https://www.searchsarkarinaukri.com/jobs/2023,/jobs/2023,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2023,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
42,https://www.searchsarkarinaukri.com/jobs/1741,/jobs/1741,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1741,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
43,https://www.searchsarkarinaukri.com/jobs/sports-authority-of-india-sai-sai-internship-program-head-office-regio,/jobs/sports-authority-of-india-sai-sai-internship-program-head-office-regio,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,OTHER,,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,REMOVE_404_OR_410_AFTER_VERIFICATION,Non-standard job URL without a clear ID suffix. Search DB/content/internal links. Keep 404/410 unless an unambiguous canonical replacement exists.,P2,PENDING,PENDING,PENDING,PENDING
44,https://www.searchsarkarinaukri.com/jobs/2095,/jobs/2095,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2095,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
45,https://www.searchsarkarinaukri.com/jobs/2052,/jobs/2052,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2052,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
46,https://www.searchsarkarinaukri.com/jobs/1896,/jobs/1896,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1896,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
47,https://www.searchsarkarinaukri.com/jobs/2078,/jobs/2078,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2078,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
48,https://www.searchsarkarinaukri.com/jobs/2019,/jobs/2019,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2019,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
49,https://www.searchsarkarinaukri.com/jobs/1948,/jobs/1948,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1948,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
50,https://www.searchsarkarinaukri.com/jobs/1774,/jobs/1774,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1774,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
51,https://www.searchsarkarinaukri.com/jobs/1851,/jobs/1851,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1851,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
52,https://www.searchsarkarinaukri.com/jobs/1516,/jobs/1516,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1516,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
53,https://www.searchsarkarinaukri.com/jobs/2056,/jobs/2056,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,2056,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
54,https://www.searchsarkarinaukri.com/jobs/1910,/jobs/1910,2026-07-07,404,TO_TEST,TO_VERIFY,TO_VERIFY,NUMERIC_JOB_ID,1910,TO_VERIFY,UNRESOLVED_PENDING_DB_LIVE_CHECK,RESTORE_200_OR_REMOVE_410_AFTER_DB_CHECK,"Numeric job URL from GSC. Verify job ID in DB/CMS before deciding: restore to 200 if valid/published, redirect if canonical slug exists, or 410/404 if permanently absent.",P0,PENDING,PENDING,PENDING,PENDING
