No,Current URL,Current URL Type,Local Crawl Status,Word Count,Current Indexable,Recommended URL,URL Change Required,Decision,Priority,Brief
25,https://www.searchsarkarinaukri.com/admit-cards/64,Numeric/generic,200,142,true,https://www.searchsarkarinaukri.com/admit-cards/ssc-mts-2025-2026,Yes,Slug collision candidate - do not migrate until unique distinguishing entity/year/authority is added,P0 collision review,../01_URL_Briefs_All_896/025_64.md
26,https://www.searchsarkarinaukri.com/admit-cards/68,Numeric/generic,200,138,true,https://www.searchsarkarinaukri.com/admit-cards/mpsc-2026-2026,Yes,Slug collision candidate - do not migrate until unique distinguishing entity/year/authority is added,P0 collision review,../01_URL_Briefs_All_896/026_68.md
27,https://www.searchsarkarinaukri.com/admit-cards/7,Numeric/generic,200,135,true,https://www.searchsarkarinaukri.com/admit-cards/rrb-ntpc-2026-2026,Yes,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P1,../01_URL_Briefs_All_896/027_7.md
28,https://www.searchsarkarinaukri.com/admit-cards/73,Numeric/generic,200,138,true,https://www.searchsarkarinaukri.com/admit-cards/mpsc-2026-2026,Yes,Slug collision candidate - do not migrate until unique distinguishing entity/year/authority is added,P0 collision review,../01_URL_Briefs_All_896/028_73.md
29,https://www.searchsarkarinaukri.com/admit-cards/76,Numeric/generic,200,142,true,https://www.searchsarkarinaukri.com/admit-cards/mpsc-rajyaseva-2025-2026,Yes,Slug collision candidate - do not migrate until unique distinguishing entity/year/authority is added,P0 collision review,../01_URL_Briefs_All_896/029_76.md
30,https://www.searchsarkarinaukri.com/blogs/10th-and-12th-pass-government-jobs-in-india-2026-best-career-options-salary-how-to-apply,Non-numeric/slug,200,1225,true,https://www.searchsarkarinaukri.com/admit-cards/10th-and-12th-pass-government-jobs-in-india-2026-best-career-options-salary-and-how-to-app,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/030_10th-and-12th-pass-government-jo.md
31,https://www.searchsarkarinaukri.com/blogs/7th-pay-commission-explained-what-every-government-job-aspirant-should-know,Non-numeric/slug,200,1117,true,https://www.searchsarkarinaukri.com/admit-cards/7th-pay-commission-explained-what-every-government-job-aspirant-should-know,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/031_7th-pay-commission-explained-wha.md
32,https://www.searchsarkarinaukri.com/blogs/a-day-in-the-life-of-an-ias-officer-what-really-happens-behind-the-desk,Non-numeric/slug,200,1003,true,https://www.searchsarkarinaukri.com/admit-cards/a-day-in-the-life-of-an-ias-officer-what-really-happens-behind-the-desk,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/032_a-day-in-the-life-of-an-ias-offi.md
33,https://www.searchsarkarinaukri.com/blogs/can-a-government-employee-be-fired-the-truth-about-permanent-government-jobs,Non-numeric/slug,200,1055,true,https://www.searchsarkarinaukri.com/admit-cards/can-a-government-employee-be-fired-the-truth-about-permanent-government-jobs,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/033_can-a-government-employee-be-fir.md
34,https://www.searchsarkarinaukri.com/blogs/can-government-employees-start-a-youtube-channel-or-business-rules-explained,Non-numeric/slug,200,1525,true,https://www.searchsarkarinaukri.com/admit-cards/can-government-employees-start-a-youtube-channel-or-business-rules-explained,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/034_can-government-employees-start-a.md
35,https://www.searchsarkarinaukri.com/blogs/common-mistakes-that-lead-to-government-job-application-rejection,Non-numeric/slug,200,1032,true,https://www.searchsarkarinaukri.com/admit-cards/common-mistakes-that-lead-to-government-job-application-rejection,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/035_common-mistakes-that-lead-to-gov.md
36,https://www.searchsarkarinaukri.com/blogs/from-probation-to-promotion-the-career-growth-of-an-income-tax-inspector,Non-numeric/slug,200,986,true,https://www.searchsarkarinaukri.com/admit-cards/from-probation-to-promotion-the-career-growth-of-an-income-tax-inspector,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/036_from-probation-to-promotion-the.md
37,https://www.searchsarkarinaukri.com/blogs/government-job-salary-explained-what-you-actually-take-home-every-month,Non-numeric/slug,200,862,true,https://www.searchsarkarinaukri.com/admit-cards/government-job-salary-explained-what-you-actually-take-home-every-month,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/037_government-job-salary-explained.md
38,https://www.searchsarkarinaukri.com/blogs/government-job-verification-process-explained-what-happens-after-you-get-selected,Non-numeric/slug,200,928,true,https://www.searchsarkarinaukri.com/admit-cards/government-job-verification-process-explained-what-happens-after-you-get-selected,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/038_government-job-verification-proc.md
39,https://www.searchsarkarinaukri.com/blogs/government-job-vs-private-job-in-2026-which-career-is-better-for-you,Non-numeric/slug,200,1318,true,https://www.searchsarkarinaukri.com/admit-cards/government-job-vs-private-job-in-2026-which-career-is-better-for-you,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/039_government-job-vs-private-job-in.md
40,https://www.searchsarkarinaukri.com/blogs/government-jobs-that-no-longer-exist-careers-lost-to-time,Non-numeric/slug,200,962,true,https://www.searchsarkarinaukri.com/admit-cards/government-jobs-that-no-longer-exist-careers-lost-to-time,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/040_government-jobs-that-no-longer-e.md
41,https://www.searchsarkarinaukri.com/blogs/group-a-b-c-d-government-jobs-explained-which-one-is-right-for-you,Non-numeric/slug,200,1381,true,https://www.searchsarkarinaukri.com/admit-cards/group-a-b-c-and-d-government-jobs-explained-which-one-is-right-for-you,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/041_group-a-b-c-d-government-jobs-ex.md
42,https://www.searchsarkarinaukri.com/blogs/how-does-the-election-commission-of-india-conduct-the-world-s-largest-election,Non-numeric/slug,200,1639,true,https://www.searchsarkarinaukri.com/admit-cards/how-does-the-election-commission-of-india-conduct-the-world-s-largest-election,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/042_how-does-the-election-commission.md
43,https://www.searchsarkarinaukri.com/blogs/how-india-s-district-administration-works-collector-sp-ceo-tehsildar-more-explained,Non-numeric/slug,200,1313,true,https://www.searchsarkarinaukri.com/admit-cards/how-india-s-district-administration-works-collector-sp-ceo-tehsildar-and-more-explained,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/043_how-india-s-district-administrat.md
44,https://www.searchsarkarinaukri.com/blogs/how-laws-are-made-in-india-from-bill-to-act-explained,Non-numeric/slug,200,1557,true,https://www.searchsarkarinaukri.com/admit-cards/how-laws-are-made-in-india-from-bill-to-act-explained,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/044_how-laws-are-made-in-india-from.md
45,https://www.searchsarkarinaukri.com/blogs/how-the-indian-administrative-service-ias-evolved-from-the-british-era-ics,Non-numeric/slug,200,1529,true,https://www.searchsarkarinaukri.com/admit-cards/how-the-indian-administrative-service-ias-evolved-from-the-british-era-ics,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/045_how-the-indian-administrative-se.md
46,https://www.searchsarkarinaukri.com/blogs/how-to-be-good-student,Non-numeric/slug,200,264,true,https://www.searchsarkarinaukri.com/admit-cards/how-to-be-good-student,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/046_how-to-be-good-student.md
47,https://www.searchsarkarinaukri.com/blogs/latest-government-job-notifications-2026-the-opportunities-you-can-t-afford-to-miss,Non-numeric/slug,200,783,true,https://www.searchsarkarinaukri.com/admit-cards/latest-government-job-notifications-2026-the-opportunities-you-can-t-afford-to-miss,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/047_latest-government-job-notificati.md
48,https://www.searchsarkarinaukri.com/blogs/one-nation-one-election-explained-what-it-means-for-india,Non-numeric/slug,200,1604,true,https://www.searchsarkarinaukri.com/admit-cards/one-nation-one-election-explained-what-it-means-for-india,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/048_one-nation-one-election-explaine.md
49,https://www.searchsarkarinaukri.com/blogs/ssc-cgl-2026-complete-guide-to-eligibility-posts-salary-preparation-strategy,Non-numeric/slug,200,1305,true,https://www.searchsarkarinaukri.com/admit-cards/ssc-cgl-2026-complete-guide-to-eligibility-posts-salary-and-preparation-strategy,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/049_ssc-cgl-2026-complete-guide-to-e.md
50,https://www.searchsarkarinaukri.com/blogs/top-10-highest-paying-government-jobs-in-india-in-2026,Non-numeric/slug,200,1162,true,https://www.searchsarkarinaukri.com/admit-cards/top-10-highest-paying-government-jobs-in-india-in-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/050_top-10-highest-paying-government.md
51,https://www.searchsarkarinaukri.com/blogs/upsc-civil-services-examination-2026-complete-beginner-s-guide-to-ias-ips-ifs,Non-numeric/slug,200,1263,true,https://www.searchsarkarinaukri.com/admit-cards/upsc-civil-services-examination-2026-complete-beginner-s-guide-to-ias-ips-and-ifs,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/051_upsc-civil-services-examination.md
52,https://www.searchsarkarinaukri.com/blogs/what-happens-if-nobody-applies-for-a-government-job-the-surprising-answer,Non-numeric/slug,200,726,true,https://www.searchsarkarinaukri.com/admit-cards/what-happens-if-nobody-applies-for-a-government-job-the-surprising-answer,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/052_what-happens-if-nobody-applies-f.md
53,https://www.searchsarkarinaukri.com/blogs/what-happens-to-your-aadhaar-number-after-you-die-the-answer-may-surprise-you,Non-numeric/slug,200,773,true,https://www.searchsarkarinaukri.com/admit-cards/what-happens-to-your-aadhaar-number-after-you-die-the-answer-may-surprise-you,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/053_what-happens-to-your-aadhaar-num.md
54,https://www.searchsarkarinaukri.com/blogs/what-happens-to-your-government-exam-answer-sheet-after-the-result-the-journey-nobody-sees,Non-numeric/slug,200,679,true,https://www.searchsarkarinaukri.com/admit-cards/what-happens-to-your-government-exam-answer-sheet-after-the-result-the-journey-nobody-sees,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/054_what-happens-to-your-government.md
55,https://www.searchsarkarinaukri.com/blogs/what-is-a-gazetted-officer-and-why-their-signature-matters,Non-numeric/slug,200,921,true,https://www.searchsarkarinaukri.com/admit-cards/what-is-a-gazetted-officer-and-why-their-signature-matters,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/055_what-is-a-gazetted-officer-and-w.md
56,https://www.searchsarkarinaukri.com/blogs/what-is-the-comptroller-and-auditor-general-cag-why-its-reports-matter,Non-numeric/slug,200,1737,true,https://www.searchsarkarinaukri.com/admit-cards/what-is-the-comptroller-and-auditor-general-cag-why-its-reports-matter,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/056_what-is-the-comptroller-and-audi.md
57,https://www.searchsarkarinaukri.com/blogs/what-is-the-national-education-policy-nep-and-how-does-it-affect-students,Non-numeric/slug,200,1547,true,https://www.searchsarkarinaukri.com/admit-cards/what-is-the-national-education-policy-nep-and-how-does-it-affect-students,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/057_what-is-the-national-education-p.md
58,https://www.searchsarkarinaukri.com/blogs/what-is-the-public-accounts-committee-pac-how-parliament-checks-government-spending,Non-numeric/slug,200,1779,true,https://www.searchsarkarinaukri.com/admit-cards/what-is-the-public-accounts-committee-pac-how-parliament-checks-government-spending,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/058_what-is-the-public-accounts-comm.md
59,https://www.searchsarkarinaukri.com/blogs/what-is-the-right-to-information-rti-act-how-citizens-can-seek-government-information,Non-numeric/slug,200,1673,true,https://www.searchsarkarinaukri.com/admit-cards/what-is-the-right-to-information-rti-act-how-citizens-can-seek-government-information,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/059_what-is-the-right-to-information.md
60,https://www.searchsarkarinaukri.com/blogs/who-actually-owns-indian-railways-the-answer-isn-t-as-simple-as-you-think,Non-numeric/slug,200,1055,true,https://www.searchsarkarinaukri.com/admit-cards/who-actually-owns-indian-railways-the-answer-isn-t-as-simple-as-you-think,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/060_who-actually-owns-indian-railway.md
61,https://www.searchsarkarinaukri.com/blogs/why-are-police-reforms-always-in-the-news-what-every-aspirant-should-know,Non-numeric/slug,200,949,true,https://www.searchsarkarinaukri.com/admit-cards/why-are-police-reforms-always-in-the-news-what-every-aspirant-should-know,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/061_why-are-police-reforms-always-in.md
62,https://www.searchsarkarinaukri.com/blogs/why-cybercrime-is-becoming-one-of-india-s-biggest-policing-challenges,Non-numeric/slug,200,934,true,https://www.searchsarkarinaukri.com/admit-cards/why-cybercrime-is-becoming-one-of-india-s-biggest-policing-challenges,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/062_why-cybercrime-is-becoming-one-o.md
63,https://www.searchsarkarinaukri.com/blogs/why-do-indian-currency-notes-have-17-languages-the-story-hidden-in-your-wallet,Non-numeric/slug,200,554,true,https://www.searchsarkarinaukri.com/admit-cards/why-do-indian-currency-notes-have-17-languages-the-story-hidden-in-your-wallet,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/063_why-do-indian-currency-notes-hav.md
64,https://www.searchsarkarinaukri.com/blogs/why-do-most-government-job-aspirants-fail-hint-it-s-not-because-they-re-less-intelligent,Non-numeric/slug,200,911,true,https://www.searchsarkarinaukri.com/admit-cards/why-do-most-government-job-aspirants-fail-hint-it-s-not-because-they-re-less-intelligent,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/064_why-do-most-government-job-aspir.md
65,https://www.searchsarkarinaukri.com/blogs/why-doesn-t-india-have-a-national-language-the-constitutional-truth,Non-numeric/slug,200,1670,true,https://www.searchsarkarinaukri.com/admit-cards/why-doesn-t-india-have-a-national-language-the-constitutional-truth,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/065_why-doesn-t-india-have-a-nationa.md
66,https://www.searchsarkarinaukri.com/blogs/why-government-files-are-tied-with-red-tape-the-fascinating-story-behind-the-phrase,Non-numeric/slug,200,839,true,https://www.searchsarkarinaukri.com/admit-cards/why-government-files-are-tied-with-red-tape-the-fascinating-story-behind-the-phrase,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/066_why-government-files-are-tied-wi.md
67,https://www.searchsarkarinaukri.com/blogs/why-was-new-delhi-chosen-as-india-s-capital-the-history-behind-the-decision,Non-numeric/slug,200,1589,true,https://www.searchsarkarinaukri.com/admit-cards/why-was-new-delhi-chosen-as-india-s-capital-the-history-behind-the-decision,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/067_why-was-new-delhi-chosen-as-indi.md
68,https://www.searchsarkarinaukri.com/category/banking-jobs,Non-numeric/slug,200,997,true,https://www.searchsarkarinaukri.com/admit-cards/banking-and-finance-jobs-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/068_banking-jobs.md
69,https://www.searchsarkarinaukri.com/category/central-government-jobs,Non-numeric/slug,200,1089,true,https://www.searchsarkarinaukri.com/admit-cards/central-government-jobs-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/069_central-government-jobs.md
70,https://www.searchsarkarinaukri.com/category/education-research-jobs,Non-numeric/slug,200,1202,true,https://www.searchsarkarinaukri.com/admit-cards/education-and-research-jobs-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/070_education-research-jobs.md
71,https://www.searchsarkarinaukri.com/category/police-jobs,Non-numeric/slug,200,586,true,https://www.searchsarkarinaukri.com/admit-cards/police-bharti-jobs-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/071_police-jobs.md
72,https://www.searchsarkarinaukri.com/department/ibps,Non-numeric/slug,200,121,true,https://www.searchsarkarinaukri.com/admit-cards/institute-of-banking-personnel-selection-recruitment-2026-latest-notifications,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/072_ibps.md
73,https://www.searchsarkarinaukri.com/digital-library,Non-numeric/slug,200,33,true,https://www.searchsarkarinaukri.com/admit-cards/free-digital-library,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/073_digital-library.md
74,https://www.searchsarkarinaukri.com/diploma-jobs-in-ahmedabad,Non-numeric/slug,Not found,Unknown,Unknown,NEEDS DATA REVIEW - inspect admit-card record before slug recommendation,Review,"Do not invent slug; pull exam name, authority, year, status, source, dates, and related records from database/API first",P0 data review,../01_URL_Briefs_All_896/074_diploma-jobs-in-ahmedabad.md
75,https://www.searchsarkarinaukri.com/diploma-jobs-in-punjab,Non-numeric/slug,200,302,true,https://www.searchsarkarinaukri.com/admit-cards/diploma-government-jobs-in-punjab-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/075_diploma-jobs-in-punjab.md
76,https://www.searchsarkarinaukri.com/districts/mumbai-suburban,Non-numeric/slug,200,665,true,https://www.searchsarkarinaukri.com/admit-cards/mumbai-suburban-government-jobs-2026-latest-district-sarkari-naukri,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/076_mumbai-suburban.md
77,https://www.searchsarkarinaukri.com/districts/palghar,Non-numeric/slug,200,328,true,https://www.searchsarkarinaukri.com/admit-cards/palghar-government-jobs-2026-latest-district-sarkari-naukri,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/077_palghar.md
78,https://www.searchsarkarinaukri.com/districts/pune/education,Non-numeric/slug,200,491,true,https://www.searchsarkarinaukri.com/admit-cards/education-jobs-in-pune-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/078_education.md
79,https://www.searchsarkarinaukri.com/districts/raigad,Non-numeric/slug,200,490,true,https://www.searchsarkarinaukri.com/admit-cards/raigad-government-jobs-2026-latest-district-sarkari-naukri,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/079_raigad.md
80,https://www.searchsarkarinaukri.com/districts/raigad/railway,Non-numeric/slug,200,529,true,https://www.searchsarkarinaukri.com/admit-cards/railway-jobs-in-raigad-2026,Review,Migrate numeric URL to descriptive canonical slug after collision check and 301/308 old URL to new URL,P2,../01_URL_Briefs_All_896/080_railway.md
