Job ID,URL,Current HTTP Status,Exists in DB,Gate,Block Reason,Job Status,Desc Chars,Final Category,Reason
1043,https://www.searchsarkarinaukri.com/jobs/1043,301,YES,PASS,,Closed,498,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1045,https://www.searchsarkarinaukri.com/jobs/1045,410,YES,BLOCKED,needs_review,Closed,84,REMOVE_410,Blocked by needs_review; Closed; desc 84 chars
1073,https://www.searchsarkarinaukri.com/jobs/1073,301,YES,PASS,,Closed,474,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1078,https://www.searchsarkarinaukri.com/jobs/1078,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1079,https://www.searchsarkarinaukri.com/jobs/1079,301,YES,PASS,,Closed,462,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1081,https://www.searchsarkarinaukri.com/jobs/1081,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1082,https://www.searchsarkarinaukri.com/jobs/1082,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1084,https://www.searchsarkarinaukri.com/jobs/1084,301,YES,PASS,,Closed,494,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1085,https://www.searchsarkarinaukri.com/jobs/1085,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1087,https://www.searchsarkarinaukri.com/jobs/1087,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1088,https://www.searchsarkarinaukri.com/jobs/1088,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1090,https://www.searchsarkarinaukri.com/jobs/1090,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1091,https://www.searchsarkarinaukri.com/jobs/1091,301,YES,PASS,,Closed,488,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1092,https://www.searchsarkarinaukri.com/jobs/1092,301,YES,PASS,,Closed,481,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1093,https://www.searchsarkarinaukri.com/jobs/1093,301,YES,PASS,,Closed,486,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1094,https://www.searchsarkarinaukri.com/jobs/1094,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1095,https://www.searchsarkarinaukri.com/jobs/1095,301,YES,PASS,,Closed,475,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1096,https://www.searchsarkarinaukri.com/jobs/1096,410,YES,BLOCKED,needs_review,Closed,472,RESTORE_200,Blocked by needs_review; Closed; desc 472 chars
1097,https://www.searchsarkarinaukri.com/jobs/1097,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1098,https://www.searchsarkarinaukri.com/jobs/1098,301,YES,PASS,,Closed,511,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1100,https://www.searchsarkarinaukri.com/jobs/1100,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1101,https://www.searchsarkarinaukri.com/jobs/1101,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1103,https://www.searchsarkarinaukri.com/jobs/1103,301,YES,PASS,,Closed,485,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1104,https://www.searchsarkarinaukri.com/jobs/1104,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1105,https://www.searchsarkarinaukri.com/jobs/1105,301,YES,PASS,,Closed,330,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1108,https://www.searchsarkarinaukri.com/jobs/1108,301,YES,PASS,,Open,324,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1109,https://www.searchsarkarinaukri.com/jobs/1109,301,YES,PASS,,Closed,241,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1110,https://www.searchsarkarinaukri.com/jobs/1110,410,YES,BLOCKED,needs_review,Closed,326,RESTORE_200,Blocked by needs_review; Closed; desc 326 chars
1111,https://www.searchsarkarinaukri.com/jobs/1111,301,YES,PASS,,Closed,321,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1112,https://www.searchsarkarinaukri.com/jobs/1112,301,YES,PASS,,Closed,310,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1113,https://www.searchsarkarinaukri.com/jobs/1113,410,YES,BLOCKED,needs_review,Closed,340,RESTORE_200,Blocked by needs_review; Closed; desc 340 chars
1114,https://www.searchsarkarinaukri.com/jobs/1114,301,YES,PASS,,Closed,290,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1116,https://www.searchsarkarinaukri.com/jobs/1116,410,YES,BLOCKED,needs_review,Closed,345,RESTORE_200,Blocked by needs_review; Closed; desc 345 chars
1118,https://www.searchsarkarinaukri.com/jobs/1118,301,YES,PASS,,Closed,319,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1120,https://www.searchsarkarinaukri.com/jobs/1120,301,YES,PASS,,Closed,310,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1123,https://www.searchsarkarinaukri.com/jobs/1123,301,YES,PASS,,Closed,306,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1128,https://www.searchsarkarinaukri.com/jobs/1128,301,YES,PASS,,Closed,296,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1133,https://www.searchsarkarinaukri.com/jobs/1133,410,YES,BLOCKED,needs_review,Closed,183,REMOVE_410,Blocked by needs_review; Closed; desc 183 chars
1134,https://www.searchsarkarinaukri.com/jobs/1134,410,YES,BLOCKED,needs_review,Closed,186,REMOVE_410,Blocked by needs_review; Closed; desc 186 chars
1135,https://www.searchsarkarinaukri.com/jobs/1135,410,YES,BLOCKED,needs_review,Closed,195,REMOVE_410,Blocked by needs_review; Closed; desc 195 chars
1136,https://www.searchsarkarinaukri.com/jobs/1136,410,YES,BLOCKED,needs_review,Closed,195,REMOVE_410,Blocked by needs_review; Closed; desc 195 chars
1290,https://www.searchsarkarinaukri.com/jobs/1290,301,YES,PASS,,Closed,1186,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1291,https://www.searchsarkarinaukri.com/jobs/1291,301,YES,PASS,,Closed,745,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1292,https://www.searchsarkarinaukri.com/jobs/1292,301,YES,PASS,,Closed,1376,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1293,https://www.searchsarkarinaukri.com/jobs/1293,301,YES,PASS,,Closed,683,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1295,https://www.searchsarkarinaukri.com/jobs/1295,301,YES,PASS,,Closed,635,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1296,https://www.searchsarkarinaukri.com/jobs/1296,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1299,https://www.searchsarkarinaukri.com/jobs/1299,301,YES,PASS,,Closed,597,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1301,https://www.searchsarkarinaukri.com/jobs/1301,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1304,https://www.searchsarkarinaukri.com/jobs/1304,301,YES,PASS,,Closed,568,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1305,https://www.searchsarkarinaukri.com/jobs/1305,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1307,https://www.searchsarkarinaukri.com/jobs/1307,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1308,https://www.searchsarkarinaukri.com/jobs/1308,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1310,https://www.searchsarkarinaukri.com/jobs/1310,301,YES,PASS,,Closed,694,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1311,https://www.searchsarkarinaukri.com/jobs/1311,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1313,https://www.searchsarkarinaukri.com/jobs/1313,301,YES,PASS,,Closed,621,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1317,https://www.searchsarkarinaukri.com/jobs/1317,301,YES,PASS,,Closed,620,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1322,https://www.searchsarkarinaukri.com/jobs/1322,301,YES,PASS,,Closed,591,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1361,https://www.searchsarkarinaukri.com/jobs/1361,301,YES,PASS,,Closed,569,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1363,https://www.searchsarkarinaukri.com/jobs/1363,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1365,https://www.searchsarkarinaukri.com/jobs/1365,301,YES,PASS,,Closed,463,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1366,https://www.searchsarkarinaukri.com/jobs/1366,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1373,https://www.searchsarkarinaukri.com/jobs/1373,301,YES,PASS,,Closed,702,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1376,https://www.searchsarkarinaukri.com/jobs/1376,301,YES,PASS,,Closed,727,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1383,https://www.searchsarkarinaukri.com/jobs/1383,301,YES,PASS,,Closed,623,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1386,https://www.searchsarkarinaukri.com/jobs/1386,410,YES,BLOCKED,needs_review,Closed,241,RESTORE_200,Blocked by needs_review; Closed; desc 241 chars
1387,https://www.searchsarkarinaukri.com/jobs/1387,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1388,https://www.searchsarkarinaukri.com/jobs/1388,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1389,https://www.searchsarkarinaukri.com/jobs/1389,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1391,https://www.searchsarkarinaukri.com/jobs/1391,301,YES,PASS,,Closed,290,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1396,https://www.searchsarkarinaukri.com/jobs/1396,301,YES,PASS,,Closed,1067,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1397,https://www.searchsarkarinaukri.com/jobs/1397,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1398,https://www.searchsarkarinaukri.com/jobs/1398,301,YES,PASS,,Closed,826,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1401,https://www.searchsarkarinaukri.com/jobs/1401,301,YES,PASS,,Closed,325,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1402,https://www.searchsarkarinaukri.com/jobs/1402,301,YES,PASS,,Closed,258,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1403,https://www.searchsarkarinaukri.com/jobs/1403,301,YES,PASS,,Closed,287,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1404,https://www.searchsarkarinaukri.com/jobs/1404,301,YES,PASS,,Closed,294,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1405,https://www.searchsarkarinaukri.com/jobs/1405,301,YES,PASS,,Closed,290,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1407,https://www.searchsarkarinaukri.com/jobs/1407,301,YES,PASS,,Closed,286,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1408,https://www.searchsarkarinaukri.com/jobs/1408,301,YES,PASS,,Closed,291,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1409,https://www.searchsarkarinaukri.com/jobs/1409,301,YES,PASS,,Closed,285,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1410,https://www.searchsarkarinaukri.com/jobs/1410,301,YES,PASS,,Closed,284,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1411,https://www.searchsarkarinaukri.com/jobs/1411,301,YES,PASS,,Closed,278,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1412,https://www.searchsarkarinaukri.com/jobs/1412,301,YES,PASS,,Closed,287,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1413,https://www.searchsarkarinaukri.com/jobs/1413,301,YES,PASS,,Closed,294,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1414,https://www.searchsarkarinaukri.com/jobs/1414,301,YES,PASS,,Closed,304,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1416,https://www.searchsarkarinaukri.com/jobs/1416,301,YES,PASS,,Closed,286,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1417,https://www.searchsarkarinaukri.com/jobs/1417,301,YES,PASS,,Closed,284,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1418,https://www.searchsarkarinaukri.com/jobs/1418,301,YES,PASS,,Closed,291,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1420,https://www.searchsarkarinaukri.com/jobs/1420,301,YES,PASS,,Closed,287,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1421,https://www.searchsarkarinaukri.com/jobs/1421,301,YES,PASS,,Closed,304,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1422,https://www.searchsarkarinaukri.com/jobs/1422,301,YES,PASS,,Closed,284,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1423,https://www.searchsarkarinaukri.com/jobs/1423,301,YES,PASS,,Closed,306,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1424,https://www.searchsarkarinaukri.com/jobs/1424,301,YES,PASS,,Closed,286,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1425,https://www.searchsarkarinaukri.com/jobs/1425,301,YES,PASS,,Closed,293,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1427,https://www.searchsarkarinaukri.com/jobs/1427,301,YES,PASS,,Closed,243,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1428,https://www.searchsarkarinaukri.com/jobs/1428,301,YES,PASS,,Closed,278,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1429,https://www.searchsarkarinaukri.com/jobs/1429,301,YES,PASS,,Closed,247,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1431,https://www.searchsarkarinaukri.com/jobs/1431,301,YES,PASS,,Closed,255,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1432,https://www.searchsarkarinaukri.com/jobs/1432,301,YES,PASS,,Closed,274,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1433,https://www.searchsarkarinaukri.com/jobs/1433,301,YES,PASS,,Closed,289,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1434,https://www.searchsarkarinaukri.com/jobs/1434,301,YES,PASS,,Closed,250,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1436,https://www.searchsarkarinaukri.com/jobs/1436,301,YES,PASS,,Closed,268,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1438,https://www.searchsarkarinaukri.com/jobs/1438,301,YES,PASS,,Closed,285,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1439,https://www.searchsarkarinaukri.com/jobs/1439,301,YES,PASS,,Closed,250,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1440,https://www.searchsarkarinaukri.com/jobs/1440,301,YES,PASS,,Closed,243,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1442,https://www.searchsarkarinaukri.com/jobs/1442,301,YES,PASS,,Closed,252,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1443,https://www.searchsarkarinaukri.com/jobs/1443,301,YES,PASS,,Closed,255,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1444,https://www.searchsarkarinaukri.com/jobs/1444,301,YES,PASS,,Closed,288,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
